,State,District,Latitude,Longitude,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Cluster
2008,KERALA,KANNUR,11.941523076923056,75.35209891725934,2005,25,5,0,121,17,215,0,0
2009,KERALA,KANNUR,11.941523076923056,75.35209891725934,2006,37,8,0,116,12,227,0,1
2010,KERALA,KANNUR,11.941523076923056,75.35209891725934,2007,34,10,1,123,14,247,0,1
2011,KERALA,KANNUR,11.941523076923056,75.35209891725934,2008,33,7,1,111,13,276,0,1
2012,KERALA,KANNUR,11.941523076923056,75.35209891725934,2009,37,5,0,131,16,280,0,1
2013,KERALA,KANNUR,11.941523076923056,75.35209891725934,2010,23,6,0,131,9,300,0,1
2014,KERALA,KANNUR,11.941523076923056,75.35209891725934,2011,55,11,0,161,23,373,0,1
2015,KERALA,KANNUR,11.941523076923056,75.35209891725934,2012,66,18,0,183,12,391,0,1
2016,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2001,55,9,3,235,0,315,0,1
2017,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2002,60,12,2,307,1,312,0,1
2018,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2003,53,11,5,317,0,365,0,1
2019,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2004,55,12,3,287,24,337,0,1
2020,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2005,47,19,2,320,4,367,0,1
2021,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2006,75,28,1,351,10,445,0,1
2022,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2007,46,20,4,282,10,447,0,1
2023,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2008,61,20,2,273,11,442,0,1
2024,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2009,51,19,2,299,11,432,0,1
2025,KERALA,KOLLAM,8.929388820570157,76.6360775852431,2010,55,32,4,364,10,581,0,1
2026,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2001,22,12,2,125,8,82,0,0
2027,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2002,28,7,0,156,19,132,0,1
2028,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2003,25,10,0,141,10,115,0,0
2029,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2004,28,8,1,159,12,139,0,1
2030,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2005,25,13,1,167,16,149,0,1
2031,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2006,30,19,2,196,29,186,0,1
2032,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2007,25,16,1,224,31,185,0,1
2033,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2008,31,11,0,221,32,193,0,1
2034,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2009,28,8,0,162,34,192,0,1
2035,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2010,46,7,0,236,66,257,0,1
2036,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2011,51,21,2,258,31,285,0,1
2037,KERALA,KOTTAYAM,9.643701174068417,76.46059673302705,2012,55,17,1,265,55,255,0,1
2038,KERALA,KOZHIKODE,11.392924270557026,75.71158720159153,2001,39,10,2,118,8,319,0,1
2039,KERALA,KOZHIKODE,11.392924270557026,75.71158720159153,2002,53,1,0,135,12,343,0,1
2040,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2001,71,4,3,92,3,448,0,1
2041,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2002,70,4,3,90,5,431,0,1
2042,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2003,42,4,2,57,2,460,0,1
2043,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2004,57,6,0,133,10,516,0,1
2044,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2005,50,8,0,130,5,449,0,1
2045,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2006,45,5,1,145,12,458,0,1
2046,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2007,41,3,0,139,37,503,0,1
2047,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2008,51,7,2,149,28,525,0,1
2048,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2009,35,10,0,141,33,545,0,1
2049,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2010,49,13,0,156,29,658,0,1
2050,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2011,83,12,0,232,27,661,0,1
2051,KERALA,MALAPPURAM,10.97329875666072,75.93910775606876,2012,97,3,2,221,21,668,0,1
2052,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2001,63,10,5,112,10,215,0,1
2053,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2002,48,7,0,122,5,196,0,1
2054,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2003,47,1,3,140,4,214,0,1
2055,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2004,36,5,1,102,3,233,0,1
2056,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2005,53,6,1,66,4,279,0,1
2057,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2006,59,2,4,52,17,363,0,1
2058,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2007,39,4,6,82,5,356,0,1
2059,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2008,42,8,4,133,4,296,0,1
2060,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2009,49,7,3,105,30,315,0,1
2061,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2010,49,9,4,96,11,352,0,1
2062,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2011,85,9,2,156,18,404,0,1
2063,KERALA,PALAKKAD,10.784926903553291,76.49980490693744,2012,68,9,5,146,11,401,0,1
2064,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2001,42,9,2,223,16,198,0,1
2065,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2002,30,7,4,195,14,189,0,1
2066,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2003,29,7,3,157,10,224,0,1
2067,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2004,41,10,2,175,10,244,0,1
2068,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2005,38,11,2,161,28,270,0,1
2069,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2006,55,6,3,220,22,302,0,1
2070,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2007,48,19,0,202,28,332,0,1
2071,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2008,46,12,2,214,29,332,0,1
2072,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2009,32,10,3,153,29,345,0,1
2073,KERALA,THRISSUR,10.458932647907687,76.12321940836945,2010,49,9,1,205,39,400,0,1
2074,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2003,10,1,1,14,2,3,0,0
2075,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2004,28,3,4,74,7,35,0,0
2076,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2005,31,5,5,72,5,29,0,0
2077,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2006,38,7,7,81,3,35,0,0
2078,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2007,49,5,3,87,3,26,0,0
2079,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2008,42,2,4,53,1,23,0,0
2080,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2009,35,6,8,65,2,50,0,0
2081,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2010,35,5,12,74,4,54,0,0
2082,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2011,60,7,10,57,4,42,0,0
2083,MADHYA PRADESH,ANUPPUR,23.18184220430107,81.86560000000007,2012,62,8,12,80,6,53,0,1
2084,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2001,87,11,3,157,12,72,0,1
2085,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2002,87,8,5,186,14,78,0,1
2086,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2003,61,5,10,134,32,69,0,1
2087,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2004,86,6,13,175,19,69,0,1
2088,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2005,58,6,4,155,17,34,0,1
2089,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2006,67,3,6,111,10,41,0,1
2090,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2007,53,5,7,89,9,39,0,0
2091,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2008,61,6,8,131,11,38,0,1
2092,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2009,62,8,7,96,4,37,0,1
2093,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2010,52,6,4,97,14,40,0,0
2094,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2011,55,7,3,104,7,37,0,1
2095,MADHYA PRADESH,BALAGHAT,21.80020720640569,80.42170053380796,2012,78,7,6,113,11,63,0,1
2096,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2001,34,2,5,81,9,18,0,0
2097,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2002,30,4,3,71,9,15,0,0
2098,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2003,38,8,4,88,5,23,0,0
2099,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2004,30,1,4,83,7,22,0,0
2100,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2005,41,5,2,92,17,14,0,0
2101,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2006,48,2,4,103,15,32,0,0
2102,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2007,55,8,4,132,11,32,0,1
2103,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2008,39,4,1,81,3,6,0,0
2104,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2009,31,5,3,53,7,11,0,0
2105,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2010,32,4,6,56,8,6,0,0
2106,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2011,39,7,2,58,5,11,0,0
2107,MADHYA PRADESH,BARWANI,21.702135714285724,74.91004719710673,2012,50,8,2,72,5,13,0,0
2108,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2001,95,16,7,135,4,71,0,1
2109,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2002,115,20,13,152,11,50,0,1
2110,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2003,137,22,9,171,11,51,0,1
2111,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2004,110,15,18,125,16,76,0,1
2112,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2005,136,12,22,130,11,74,0,1
2113,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2006,142,24,13,134,25,71,0,1
2114,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2007,156,17,13,174,14,72,0,1
2115,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2008,121,22,17,198,10,50,0,1
2116,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2009,130,30,18,155,15,71,0,1
2117,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2010,144,22,24,152,9,42,0,1
2118,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2011,120,18,20,188,6,53,0,1
2119,MADHYA PRADESH,BETUL,21.964626315789477,77.7873428189117,2012,118,10,11,151,15,57,0,1
2120,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2001,31,20,34,80,2,54,0,0
2121,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2002,33,16,36,91,6,65,0,3
2122,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2003,25,18,24,94,0,53,0,0
2123,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2004,29,13,35,75,2,75,0,0
2124,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2005,29,9,28,73,2,41,0,0
2125,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2006,34,6,32,71,1,69,0,0
2126,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2007,27,8,38,55,2,28,0,0
2127,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2008,27,9,30,60,1,38,0,0
2128,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2009,23,24,38,57,13,67,0,3
2129,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2010,30,8,40,60,2,42,0,3
2130,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2011,51,18,28,71,11,45,0,0
2131,MADHYA PRADESH,BHIND,26.35951126187245,78.7618324287653,2012,49,25,40,83,7,50,0,3
2132,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2001,106,48,15,252,56,132,0,1
2133,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2002,98,21,16,244,51,131,0,1
2134,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2003,93,46,16,252,23,142,0,1
2135,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2004,84,38,29,251,30,152,0,1
2136,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2005,79,24,13,177,51,125,0,1
2137,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2006,70,42,22,193,44,103,0,1
2138,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2007,82,43,24,212,41,137,0,1
2139,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2008,113,36,28,207,39,157,0,1
2140,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2009,152,58,46,244,34,231,0,1
2141,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2010,106,59,31,28,186,205,1,4
2142,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2011,146,32,19,144,16,198,2,1
2143,MADHYA PRADESH,BHOPAL,23.480726143790854,77.39246623093679,2012,143,49,19,244,52,254,0,1
2144,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2003,7,0,1,22,0,13,0,0
2145,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2004,18,2,3,64,11,0,0,0
2146,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2005,14,1,3,51,14,30,0,0
2147,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2006,21,4,3,45,15,28,0,0
2148,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2007,12,1,2,54,4,15,0,0
2149,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2008,14,2,3,55,0,30,0,0
2150,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2009,14,3,12,47,5,21,0,0
2151,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2010,22,2,11,57,11,18,0,0
2152,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2011,29,2,5,41,5,13,0,0
2153,MADHYA PRADESH,BURHANPUR,21.364567254408065,76.24460478589425,2012,23,5,2,42,22,47,0,0
2154,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2001,65,23,20,193,10,46,0,1
2155,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2002,76,14,20,188,16,58,0,1
2156,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2003,56,8,17,164,13,50,0,1
2157,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2004,62,14,17,160,20,55,0,1
2158,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2005,46,10,18,162,8,40,0,1
2159,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2006,59,20,19,170,18,70,0,1
2160,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2007,65,25,31,216,22,85,0,1
2161,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2008,57,14,22,194,20,58,0,1
2162,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2009,64,15,17,178,6,85,0,1
2163,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2010,55,24,24,184,11,55,0,1
2164,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2011,77,42,33,185,8,75,0,1
2165,MADHYA PRADESH,CHHATARPUR,24.813637376460004,79.56449299191374,2012,62,39,26,172,0,68,0,1
2166,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2001,93,16,10,203,32,109,0,1
2167,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2002,82,9,11,189,36,117,0,1
2168,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2003,82,12,12,187,27,78,0,1
2169,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2004,132,12,8,204,31,138,0,1
2170,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2005,122,18,15,165,24,122,0,1
2171,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2006,125,14,13,188,29,79,0,1
2172,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2007,116,13,16,185,19,118,0,1
2173,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2008,120,11,17,185,22,121,0,1
2174,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2009,138,27,18,252,36,160,0,1
2175,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2010,102,14,8,235,38,105,0,1
2176,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2011,111,22,14,189,41,89,0,1
2177,MADHYA PRADESH,CHHINDWARA,22.227966971713823,78.76413136439254,2012,122,19,18,202,41,108,0,1
2178,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2001,66,10,28,189,0,58,0,1
2179,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2002,57,7,31,136,0,52,0,1
2180,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2003,49,13,27,179,0,64,0,1
2181,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2004,54,2,23,150,0,52,0,1
2182,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2005,43,6,31,113,0,53,0,1
2183,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2006,40,1,40,116,0,51,0,1
2184,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2007,30,9,20,148,0,50,0,1
2185,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2008,46,12,15,126,0,47,0,1
2186,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2009,39,17,23,147,0,70,0,1
2187,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2010,41,19,25,203,0,84,0,1
2188,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2011,52,14,27,193,0,139,0,1
2189,MADHYA PRADESH,DAMOH,23.76624407960196,79.47049303482588,2012,50,27,20,165,0,108,0,1
2190,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2001,78,11,15,279,80,96,0,1
2191,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2002,97,13,14,191,54,135,0,1
2192,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2003,88,20,12,213,68,196,0,1
2193,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2004,82,21,16,193,55,216,0,1
2194,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2005,86,21,20,186,52,173,0,1
2195,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2006,85,16,10,168,31,136,0,1
2196,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2007,84,18,22,165,48,131,0,1
2197,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2008,73,14,10,191,42,150,0,1
2198,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2009,59,9,7,154,20,142,0,1
2199,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2010,89,26,10,192,41,131,0,1
2200,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2011,102,21,19,162,30,110,0,1
2201,MADHYA PRADESH,DEWAS,22.7851110021322,76.46088805970157,2012,70,29,19,146,31,130,0,1
2202,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2001,68,18,41,168,21,88,0,1
2203,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2002,74,24,53,220,51,91,0,1
2204,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2003,82,23,40,200,13,85,0,1
2205,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2004,109,29,48,154,18,112,0,1
2206,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2005,134,36,41,180,9,63,0,1
2207,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2006,103,31,30,183,10,47,0,1
2208,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2007,82,18,35,157,17,56,0,1
2209,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2008,100,27,37,185,11,69,0,1
2210,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2009,99,32,41,167,18,87,0,1
2211,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2010,89,41,54,176,22,82,0,1
2212,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2011,103,41,62,189,13,74,0,3
2213,MADHYA PRADESH,DHAR,22.572681718963157,75.1105620736698,2012,81,45,39,173,16,69,0,1
2214,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2001,20,2,0,53,6,4,0,0
2215,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2002,26,1,1,57,4,15,0,0
2216,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2003,37,2,1,64,8,22,0,0
2217,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2004,34,3,1,61,4,11,0,0
2218,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2005,32,1,2,57,0,11,0,0
2219,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2006,26,0,2,51,0,15,0,0
2220,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2007,23,0,3,27,1,4,0,0
2221,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2008,20,1,2,33,1,4,0,0
2222,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2009,35,1,4,48,5,38,0,0
2223,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2010,31,1,4,89,5,17,0,0
2224,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2011,46,4,1,67,5,21,0,0
2225,MADHYA PRADESH,DINDORI,22.83738437047757,81.04332966714911,2012,40,6,5,80,6,39,0,0
2226,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2001,124,15,7,317,22,95,0,1
2227,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2002,148,4,12,339,35,99,0,1
2228,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2003,83,6,9,175,7,68,0,1
2229,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2004,78,4,10,161,13,42,0,1
2230,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2005,77,5,3,176,18,61,0,1
2231,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2006,69,12,7,162,17,48,0,1
2232,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2007,80,2,4,166,23,45,0,1
2233,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2008,72,13,9,134,16,25,0,1
2234,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2009,54,8,11,124,14,38,0,1
2235,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2010,56,11,13,150,9,47,1,1
2236,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2011,75,24,9,122,14,30,1,1
2237,MADHYA PRADESH,GUNA,24.49043927178156,77.2235895968791,2012,60,25,8,131,11,34,0,1
2238,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2001,59,22,20,139,8,49,0,1
2239,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2002,69,48,18,150,12,133,0,1
2240,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2003,72,50,24,161,6,125,0,1
2241,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2004,58,34,31,180,9,147,0,1
2242,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2005,61,32,21,164,11,130,0,1
2243,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2006,77,33,32,186,13,172,0,1
2244,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2007,74,46,33,170,20,130,0,1
2245,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2008,42,47,24,126,17,139,0,1
2246,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2009,73,67,23,183,20,209,0,1
2247,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2010,71,82,52,180,18,248,0,3
2248,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2011,75,81,34,170,14,168,0,1
2249,MADHYA PRADESH,GWALIOR,26.04074441964285,78.12782433035713,2012,85,75,35,158,13,202,0,1
2250,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2001,28,2,9,35,0,27,0,0
2251,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2002,28,3,7,42,8,16,0,0
2252,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2003,25,1,3,52,0,22,0,0
2253,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2004,31,3,5,30,3,14,0,0
2254,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2005,32,6,7,41,0,9,0,0
2255,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2006,25,5,5,37,2,16,0,0
2256,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2007,38,7,5,41,14,34,0,0
2257,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2008,18,7,6,42,39,0,0,0
2258,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2009,19,4,3,36,7,5,0,0
2259,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2010,40,9,3,54,5,17,0,0
2260,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2011,53,15,5,59,9,14,0,0
2261,MADHYA PRADESH,HARDA,22.227659781121783,77.07022571819435,2012,26,10,7,51,4,16,0,0
2262,MADHYA PRADESH,HOSHANGABAD,22.595268801996703,78.02168094841929,2001,65,13,9,109,6,31,0,1
